Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
682B14_S148_L001_R1_001	(18.0, 5.0)	(19.0, 12.0)	(20.0, 16.0)	(21.0, 60.0)	(22.0, 124.0)	(23.0, 151.0)	(24.0, 217.0)	(25.0, 206.0)	(26.0, 270.0)	(27.0, 367.0)	(28.0, 394.0)	(29.0, 486.0)	(30.0, 602.0)	(31.0, 814.0)	(32.0, 1014.0)	(33.0, 1370.0)	(34.0, 2080.0)	(35.0, 3369.0)	(36.0, 7263.0)	(37.0, 15877.0)																
682B14_S148_L001_R2_001	(11.0, 1.0)	(12.0, 53.0)	(13.0, 169.0)	(14.0, 129.0)	(15.0, 80.0)	(16.0, 85.0)	(17.0, 105.0)	(18.0, 133.0)	(19.0, 189.0)	(20.0, 251.0)	(21.0, 298.0)	(22.0, 367.0)	(23.0, 440.0)	(24.0, 604.0)	(25.0, 728.0)	(26.0, 984.0)	(27.0, 1231.0)	(28.0, 1662.0)	(29.0, 2171.0)	(30.0, 3070.0)	(31.0, 4071.0)	(32.0, 5140.0)	(33.0, 5877.0)	(34.0, 4924.0)	(35.0, 1820.0)	(36.0, 109.0)	(37.0, 6.0)									
688A0_S137_L001_R1_001	(18.0, 3.0)	(19.0, 3.0)	(20.0, 10.0)	(21.0, 43.0)	(22.0, 71.0)	(23.0, 109.0)	(24.0, 109.0)	(25.0, 136.0)	(26.0, 193.0)	(27.0, 238.0)	(28.0, 256.0)	(29.0, 319.0)	(30.0, 422.0)	(31.0, 549.0)	(32.0, 730.0)	(33.0, 1074.0)	(34.0, 1605.0)	(35.0, 2564.0)	(36.0, 5652.0)	(37.0, 12423.0)																
688A0_S137_L001_R2_001	(11.0, 4.0)	(12.0, 46.0)	(13.0, 132.0)	(14.0, 107.0)	(15.0, 60.0)	(16.0, 53.0)	(17.0, 80.0)	(18.0, 95.0)	(19.0, 131.0)	(20.0, 163.0)	(21.0, 201.0)	(22.0, 228.0)	(23.0, 306.0)	(24.0, 366.0)	(25.0, 470.0)	(26.0, 621.0)	(27.0, 803.0)	(28.0, 1036.0)	(29.0, 1360.0)	(30.0, 1999.0)	(31.0, 2663.0)	(32.0, 3568.0)	(33.0, 4773.0)	(34.0, 4835.0)	(35.0, 2204.0)	(36.0, 201.0)	(37.0, 4.0)									
688A14_S138_L001_R1_001	(17.0, 2.0)	(18.0, 2.0)	(19.0, 3.0)	(20.0, 11.0)	(21.0, 40.0)	(22.0, 93.0)	(23.0, 99.0)	(24.0, 100.0)	(25.0, 118.0)	(26.0, 148.0)	(27.0, 188.0)	(28.0, 263.0)	(29.0, 263.0)	(30.0, 399.0)	(31.0, 478.0)	(32.0, 706.0)	(33.0, 947.0)	(34.0, 1379.0)	(35.0, 2296.0)	(36.0, 4947.0)	(37.0, 10418.0)															
688A14_S138_L001_R2_001	(11.0, 1.0)	(12.0, 23.0)	(13.0, 98.0)	(14.0, 83.0)	(15.0, 38.0)	(16.0, 48.0)	(17.0, 48.0)	(18.0, 77.0)	(19.0, 87.0)	(20.0, 135.0)	(21.0, 134.0)	(22.0, 192.0)	(23.0, 285.0)	(24.0, 320.0)	(25.0, 398.0)	(26.0, 536.0)	(27.0, 676.0)	(28.0, 988.0)	(29.0, 1233.0)	(30.0, 1682.0)	(31.0, 2302.0)	(32.0, 3150.0)	(33.0, 4094.0)	(34.0, 4101.0)	(35.0, 1967.0)	(36.0, 201.0)	(37.0, 3.0)									
688B0_S139_L001_R1_001	(15.0, 1.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 5.0)	(19.0, 8.0)	(20.0, 11.0)	(21.0, 41.0)	(22.0, 69.0)	(23.0, 104.0)	(24.0, 143.0)	(25.0, 179.0)	(26.0, 232.0)	(27.0, 285.0)	(28.0, 307.0)	(29.0, 382.0)	(30.0, 564.0)	(31.0, 678.0)	(32.0, 910.0)	(33.0, 1261.0)	(34.0, 1922.0)	(35.0, 3241.0)	(36.0, 6709.0)	(37.0, 15164.0)													
688B0_S139_L001_R2_001	(11.0, 1.0)	(12.0, 39.0)	(13.0, 131.0)	(14.0, 103.0)	(15.0, 69.0)	(16.0, 69.0)	(17.0, 106.0)	(18.0, 115.0)	(19.0, 184.0)	(20.0, 210.0)	(21.0, 267.0)	(22.0, 301.0)	(23.0, 399.0)	(24.0, 530.0)	(25.0, 620.0)	(26.0, 876.0)	(27.0, 1149.0)	(28.0, 1464.0)	(29.0, 2061.0)	(30.0, 2624.0)	(31.0, 3646.0)	(32.0, 4748.0)	(33.0, 5513.0)	(34.0, 5048.0)	(35.0, 1835.0)	(36.0, 107.0)	(37.0, 1.0)									
688B14_S140_L001_R1_001	(16.0, 1.0)	(17.0, 1.0)	(18.0, 5.0)	(19.0, 11.0)	(20.0, 19.0)	(21.0, 58.0)	(22.0, 103.0)	(23.0, 148.0)	(24.0, 160.0)	(25.0, 193.0)	(26.0, 245.0)	(27.0, 314.0)	(28.0, 377.0)	(29.0, 474.0)	(30.0, 599.0)	(31.0, 752.0)	(32.0, 1018.0)	(33.0, 1503.0)	(34.0, 2254.0)	(35.0, 3593.0)	(36.0, 7607.0)	(37.0, 14901.0)														
688B14_S140_L001_R2_001	(11.0, 5.0)	(12.0, 51.0)	(13.0, 160.0)	(14.0, 134.0)	(15.0, 76.0)	(16.0, 87.0)	(17.0, 113.0)	(18.0, 141.0)	(19.0, 181.0)	(20.0, 246.0)	(21.0, 298.0)	(22.0, 335.0)	(23.0, 451.0)	(24.0, 599.0)	(25.0, 824.0)	(26.0, 954.0)	(27.0, 1236.0)	(28.0, 1720.0)	(29.0, 2285.0)	(30.0, 3045.0)	(31.0, 3998.0)	(32.0, 5159.0)	(33.0, 5913.0)	(34.0, 4662.0)	(35.0, 1575.0)	(36.0, 87.0)	(37.0, 1.0)									
692A0_S157_L001_R1_001	(18.0, 2.0)	(19.0, 7.0)	(20.0, 10.0)	(21.0, 44.0)	(22.0, 82.0)	(23.0, 130.0)	(24.0, 142.0)	(25.0, 173.0)	(26.0, 238.0)	(27.0, 291.0)	(28.0, 322.0)	(29.0, 455.0)	(30.0, 521.0)	(31.0, 755.0)	(32.0, 1007.0)	(33.0, 1296.0)	(34.0, 2079.0)	(35.0, 3421.0)	(36.0, 7516.0)	(37.0, 17231.0)																
692A0_S157_L001_R2_001	(12.0, 49.0)	(13.0, 174.0)	(14.0, 141.0)	(15.0, 80.0)	(16.0, 54.0)	(17.0, 84.0)	(18.0, 126.0)	(19.0, 152.0)	(20.0, 201.0)	(21.0, 254.0)	(22.0, 336.0)	(23.0, 404.0)	(24.0, 498.0)	(25.0, 597.0)	(26.0, 862.0)	(27.0, 1214.0)	(28.0, 1555.0)	(29.0, 2026.0)	(30.0, 2816.0)	(31.0, 3684.0)	(32.0, 5156.0)	(33.0, 6600.0)	(34.0, 6182.0)	(35.0, 2321.0)	(36.0, 153.0)	(37.0, 3.0)										
692A14_S158_L001_R1_001	(18.0, 3.0)	(19.0, 7.0)	(20.0, 20.0)	(21.0, 51.0)	(22.0, 128.0)	(23.0, 165.0)	(24.0, 176.0)	(25.0, 192.0)	(26.0, 251.0)	(27.0, 281.0)	(28.0, 368.0)	(29.0, 458.0)	(30.0, 600.0)	(31.0, 771.0)	(32.0, 1029.0)	(33.0, 1464.0)	(34.0, 2060.0)	(35.0, 3494.0)	(36.0, 7659.0)	(37.0, 15543.0)																
692A14_S158_L001_R2_001	(11.0, 2.0)	(12.0, 45.0)	(13.0, 175.0)	(14.0, 155.0)	(15.0, 73.0)	(16.0, 81.0)	(17.0, 93.0)	(18.0, 114.0)	(19.0, 142.0)	(20.0, 183.0)	(21.0, 220.0)	(22.0, 293.0)	(23.0, 409.0)	(24.0, 501.0)	(25.0, 612.0)	(26.0, 792.0)	(27.0, 1024.0)	(28.0, 1426.0)	(29.0, 1921.0)	(30.0, 2588.0)	(31.0, 3523.0)	(32.0, 4826.0)	(33.0, 6345.0)	(34.0, 6274.0)	(35.0, 2707.0)	(36.0, 191.0)	(37.0, 5.0)									
692B0_S159_L001_R1_001	(18.0, 1.0)	(19.0, 10.0)	(20.0, 13.0)	(21.0, 46.0)	(22.0, 95.0)	(23.0, 118.0)	(24.0, 133.0)	(25.0, 189.0)	(26.0, 207.0)	(27.0, 266.0)	(28.0, 341.0)	(29.0, 410.0)	(30.0, 555.0)	(31.0, 666.0)	(32.0, 913.0)	(33.0, 1296.0)	(34.0, 1934.0)	(35.0, 3260.0)	(36.0, 6987.0)	(37.0, 15534.0)																
692B0_S159_L001_R2_001	(11.0, 2.0)	(12.0, 41.0)	(13.0, 145.0)	(14.0, 136.0)	(15.0, 71.0)	(16.0, 73.0)	(17.0, 99.0)	(18.0, 111.0)	(19.0, 129.0)	(20.0, 176.0)	(21.0, 242.0)	(22.0, 296.0)	(23.0, 381.0)	(24.0, 461.0)	(25.0, 567.0)	(26.0, 821.0)	(27.0, 1033.0)	(28.0, 1399.0)	(29.0, 1917.0)	(30.0, 2506.0)	(31.0, 3405.0)	(32.0, 4602.0)	(33.0, 5716.0)	(34.0, 5838.0)	(35.0, 2595.0)	(36.0, 205.0)	(37.0, 7.0)									
692B14_S160_L001_R1_001	(17.0, 1.0)	(18.0, 3.0)	(19.0, 4.0)	(20.0, 22.0)	(21.0, 43.0)	(22.0, 83.0)	(23.0, 145.0)	(24.0, 131.0)	(25.0, 197.0)	(26.0, 186.0)	(27.0, 243.0)	(28.0, 349.0)	(29.0, 372.0)	(30.0, 492.0)	(31.0, 688.0)	(32.0, 917.0)	(33.0, 1233.0)	(34.0, 1878.0)	(35.0, 3001.0)	(36.0, 6462.0)	(37.0, 12485.0)															
692B14_S160_L001_R2_001	(11.0, 3.0)	(12.0, 40.0)	(13.0, 137.0)	(14.0, 116.0)	(15.0, 67.0)	(16.0, 67.0)	(17.0, 108.0)	(18.0, 103.0)	(19.0, 164.0)	(20.0, 198.0)	(21.0, 224.0)	(22.0, 295.0)	(23.0, 368.0)	(24.0, 462.0)	(25.0, 550.0)	(26.0, 714.0)	(27.0, 963.0)	(28.0, 1351.0)	(29.0, 1615.0)	(30.0, 2150.0)	(31.0, 3006.0)	(32.0, 3887.0)	(33.0, 4968.0)	(34.0, 5020.0)	(35.0, 2204.0)	(36.0, 155.0)										
722A0_S149_L001_R1_001	(17.0, 1.0)	(18.0, 2.0)	(19.0, 4.0)	(20.0, 14.0)	(21.0, 50.0)	(22.0, 108.0)	(23.0, 121.0)	(24.0, 165.0)	(25.0, 229.0)	(26.0, 236.0)	(27.0, 290.0)	(28.0, 400.0)	(29.0, 495.0)	(30.0, 625.0)	(31.0, 725.0)	(32.0, 960.0)	(33.0, 1443.0)	(34.0, 2147.0)	(35.0, 3555.0)	(36.0, 7617.0)	(37.0, 15405.0)															
722A0_S149_L001_R2_001	(12.0, 42.0)	(13.0, 163.0)	(14.0, 140.0)	(15.0, 76.0)	(16.0, 70.0)	(17.0, 83.0)	(18.0, 102.0)	(19.0, 156.0)	(20.0, 195.0)	(21.0, 237.0)	(22.0, 291.0)	(23.0, 383.0)	(24.0, 524.0)	(25.0, 661.0)	(26.0, 839.0)	(27.0, 1114.0)	(28.0, 1521.0)	(29.0, 1990.0)	(30.0, 2795.0)	(31.0, 3686.0)	(32.0, 4848.0)	(33.0, 6043.0)	(34.0, 5770.0)	(35.0, 2656.0)	(36.0, 206.0)	(37.0, 1.0)										
722A14_S150_L001_R1_001	(17.0, 1.0)	(18.0, 3.0)	(19.0, 10.0)	(20.0, 21.0)	(21.0, 70.0)	(22.0, 137.0)	(23.0, 184.0)	(24.0, 185.0)	(25.0, 225.0)	(26.0, 270.0)	(27.0, 356.0)	(28.0, 427.0)	(29.0, 489.0)	(30.0, 595.0)	(31.0, 809.0)	(32.0, 1107.0)	(33.0, 1475.0)	(34.0, 2131.0)	(35.0, 3483.0)	(36.0, 7006.0)	(37.0, 10566.0)															
722A14_S150_L001_R2_001	(11.0, 1.0)	(12.0, 53.0)	(13.0, 154.0)	(14.0, 122.0)	(15.0, 75.0)	(16.0, 63.0)	(17.0, 98.0)	(18.0, 98.0)	(19.0, 128.0)	(20.0, 156.0)	(21.0, 192.0)	(22.0, 283.0)	(23.0, 344.0)	(24.0, 485.0)	(25.0, 611.0)	(26.0, 810.0)	(27.0, 1157.0)	(28.0, 1482.0)	(29.0, 1983.0)	(30.0, 2652.0)	(31.0, 3516.0)	(32.0, 4381.0)	(33.0, 4649.0)	(34.0, 4130.0)	(35.0, 1771.0)	(36.0, 154.0)	(37.0, 2.0)									
722B0_S151_L001_R1_001	(17.0, 1.0)	(18.0, 5.0)	(19.0, 10.0)	(20.0, 15.0)	(21.0, 47.0)	(22.0, 138.0)	(23.0, 202.0)	(24.0, 197.0)	(25.0, 246.0)	(26.0, 321.0)	(27.0, 340.0)	(28.0, 429.0)	(29.0, 530.0)	(30.0, 637.0)	(31.0, 797.0)	(32.0, 1167.0)	(33.0, 1556.0)	(34.0, 2331.0)	(35.0, 3817.0)	(36.0, 8045.0)	(37.0, 12543.0)															
722B0_S151_L001_R2_001	(9.0, 1.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 40.0)	(13.0, 163.0)	(14.0, 134.0)	(15.0, 97.0)	(16.0, 91.0)	(17.0, 79.0)	(18.0, 108.0)	(19.0, 137.0)	(20.0, 187.0)	(21.0, 264.0)	(22.0, 316.0)	(23.0, 401.0)	(24.0, 502.0)	(25.0, 681.0)	(26.0, 960.0)	(27.0, 1244.0)	(28.0, 1631.0)	(29.0, 2147.0)	(30.0, 3040.0)	(31.0, 4116.0)	(32.0, 5008.0)	(33.0, 5093.0)	(34.0, 4501.0)	(35.0, 2223.0)	(36.0, 204.0)	(37.0, 5.0)							
722B14_S152_L001_R1_001	(17.0, 2.0)	(18.0, 3.0)	(19.0, 13.0)	(20.0, 21.0)	(21.0, 48.0)	(22.0, 79.0)	(23.0, 140.0)	(24.0, 132.0)	(25.0, 187.0)	(26.0, 196.0)	(27.0, 281.0)	(28.0, 362.0)	(29.0, 435.0)	(30.0, 520.0)	(31.0, 719.0)	(32.0, 938.0)	(33.0, 1268.0)	(34.0, 1853.0)	(35.0, 2971.0)	(36.0, 6370.0)	(37.0, 11163.0)															
722B14_S152_L001_R2_001	(11.0, 1.0)	(12.0, 38.0)	(13.0, 122.0)	(14.0, 97.0)	(15.0, 67.0)	(16.0, 66.0)	(17.0, 80.0)	(18.0, 125.0)	(19.0, 144.0)	(20.0, 192.0)	(21.0, 249.0)	(22.0, 302.0)	(23.0, 374.0)	(24.0, 508.0)	(25.0, 612.0)	(26.0, 860.0)	(27.0, 1038.0)	(28.0, 1405.0)	(29.0, 1863.0)	(30.0, 2466.0)	(31.0, 3128.0)	(32.0, 3939.0)	(33.0, 4581.0)	(34.0, 3806.0)	(35.0, 1545.0)	(36.0, 91.0)	(37.0, 2.0)									
727A0_S161_L001_R1_001	(18.0, 2.0)	(19.0, 5.0)	(20.0, 20.0)	(21.0, 39.0)	(22.0, 80.0)	(23.0, 126.0)	(24.0, 140.0)	(25.0, 185.0)	(26.0, 190.0)	(27.0, 258.0)	(28.0, 303.0)	(29.0, 401.0)	(30.0, 465.0)	(31.0, 616.0)	(32.0, 788.0)	(33.0, 1227.0)	(34.0, 1823.0)	(35.0, 2897.0)	(36.0, 6320.0)	(37.0, 15085.0)																
727A0_S161_L001_R2_001	(11.0, 1.0)	(12.0, 78.0)	(13.0, 185.0)	(14.0, 124.0)	(15.0, 84.0)	(16.0, 63.0)	(17.0, 108.0)	(18.0, 118.0)	(19.0, 170.0)	(20.0, 177.0)	(21.0, 271.0)	(22.0, 328.0)	(23.0, 447.0)	(24.0, 511.0)	(25.0, 637.0)	(26.0, 870.0)	(27.0, 1109.0)	(28.0, 1486.0)	(29.0, 1867.0)	(30.0, 2616.0)	(31.0, 3489.0)	(32.0, 4477.0)	(33.0, 5357.0)	(34.0, 4413.0)	(35.0, 1824.0)	(36.0, 151.0)	(37.0, 9.0)									
727A14_S162_L001_R1_001	(17.0, 1.0)	(18.0, 8.0)	(19.0, 9.0)	(20.0, 27.0)	(21.0, 41.0)	(22.0, 93.0)	(23.0, 130.0)	(24.0, 125.0)	(25.0, 147.0)	(26.0, 195.0)	(27.0, 209.0)	(28.0, 291.0)	(29.0, 359.0)	(30.0, 436.0)	(31.0, 598.0)	(32.0, 810.0)	(33.0, 1072.0)	(34.0, 1620.0)	(35.0, 2821.0)	(36.0, 6175.0)	(37.0, 13699.0)															
727A14_S162_L001_R2_001	(11.0, 6.0)	(12.0, 73.0)	(13.0, 208.0)	(14.0, 111.0)	(15.0, 84.0)	(16.0, 57.0)	(17.0, 84.0)	(18.0, 109.0)	(19.0, 127.0)	(20.0, 172.0)	(21.0, 220.0)	(22.0, 263.0)	(23.0, 339.0)	(24.0, 441.0)	(25.0, 618.0)	(26.0, 736.0)	(27.0, 1038.0)	(28.0, 1294.0)	(29.0, 1784.0)	(30.0, 2449.0)	(31.0, 3329.0)	(32.0, 4220.0)	(33.0, 4963.0)	(34.0, 4267.0)	(35.0, 1729.0)	(36.0, 140.0)	(37.0, 5.0)									
727B0_S163_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 3.0)	(19.0, 4.0)	(20.0, 19.0)	(21.0, 34.0)	(22.0, 99.0)	(23.0, 144.0)	(24.0, 165.0)	(25.0, 217.0)	(26.0, 227.0)	(27.0, 305.0)	(28.0, 308.0)	(29.0, 429.0)	(30.0, 555.0)	(31.0, 703.0)	(32.0, 915.0)	(33.0, 1284.0)	(34.0, 2008.0)	(35.0, 3273.0)	(36.0, 7234.0)	(37.0, 16096.0)
727B0_S163_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 5.0)	(12.0, 83.0)	(13.0, 176.0)	(14.0, 151.0)	(15.0, 72.0)	(16.0, 74.0)	(17.0, 99.0)	(18.0, 132.0)	(19.0, 184.0)	(20.0, 225.0)	(21.0, 264.0)	(22.0, 352.0)	(23.0, 465.0)	(24.0, 615.0)	(25.0, 843.0)	(26.0, 1087.0)	(27.0, 1353.0)	(28.0, 1883.0)	(29.0, 2421.0)	(30.0, 3315.0)	(31.0, 4232.0)	(32.0, 5234.0)	(33.0, 5250.0)	(34.0, 4031.0)	(35.0, 1392.0)	(36.0, 80.0)	(37.0, 5.0)
727B14_S164_L001_R1_001	(18.0, 4.0)	(19.0, 11.0)	(20.0, 18.0)	(21.0, 47.0)	(22.0, 113.0)	(23.0, 164.0)	(24.0, 166.0)	(25.0, 197.0)	(26.0, 225.0)	(27.0, 274.0)	(28.0, 358.0)	(29.0, 450.0)	(30.0, 544.0)	(31.0, 683.0)	(32.0, 960.0)	(33.0, 1313.0)	(34.0, 2025.0)	(35.0, 3264.0)	(36.0, 7315.0)	(37.0, 16047.0)																
727B14_S164_L001_R2_001	(11.0, 4.0)	(12.0, 78.0)	(13.0, 221.0)	(14.0, 131.0)	(15.0, 97.0)	(16.0, 94.0)	(17.0, 114.0)	(18.0, 155.0)	(19.0, 218.0)	(20.0, 229.0)	(21.0, 328.0)	(22.0, 393.0)	(23.0, 511.0)	(24.0, 606.0)	(25.0, 800.0)	(26.0, 1054.0)	(27.0, 1383.0)	(28.0, 1847.0)	(29.0, 2382.0)	(30.0, 3166.0)	(31.0, 4008.0)	(32.0, 5056.0)	(33.0, 5407.0)	(34.0, 4286.0)	(35.0, 1526.0)	(36.0, 78.0)	(37.0, 6.0)									
