Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
583B0_S131_L001_R1_001	(16.0, 1.0)	(17.0, 1.0)	(18.0, 4.0)	(19.0, 6.0)	(20.0, 13.0)	(21.0, 40.0)	(22.0, 65.0)	(23.0, 95.0)	(24.0, 130.0)	(25.0, 160.0)	(26.0, 197.0)	(27.0, 260.0)	(28.0, 305.0)	(29.0, 417.0)	(30.0, 466.0)	(31.0, 643.0)	(32.0, 872.0)	(33.0, 1245.0)	(34.0, 1892.0)	(35.0, 3059.0)	(36.0, 6852.0)	(37.0, 17754.0)														
583B0_S131_L001_R2_001	(9.0, 1.0)	(10.0, 0.0)	(11.0, 2.0)	(12.0, 48.0)	(13.0, 181.0)	(14.0, 125.0)	(15.0, 63.0)	(16.0, 63.0)	(17.0, 86.0)	(18.0, 136.0)	(19.0, 160.0)	(20.0, 200.0)	(21.0, 258.0)	(22.0, 311.0)	(23.0, 392.0)	(24.0, 484.0)	(25.0, 623.0)	(26.0, 816.0)	(27.0, 1071.0)	(28.0, 1384.0)	(29.0, 1883.0)	(30.0, 2745.0)	(31.0, 3722.0)	(32.0, 5039.0)	(33.0, 6516.0)	(34.0, 5924.0)	(35.0, 2120.0)	(36.0, 124.0)								
583B14_S132_L001_R1_001	(16.0, 1.0)	(17.0, 1.0)	(18.0, 3.0)	(19.0, 10.0)	(20.0, 21.0)	(21.0, 45.0)	(22.0, 107.0)	(23.0, 130.0)	(24.0, 167.0)	(25.0, 194.0)	(26.0, 220.0)	(27.0, 257.0)	(28.0, 334.0)	(29.0, 374.0)	(30.0, 534.0)	(31.0, 694.0)	(32.0, 859.0)	(33.0, 1234.0)	(34.0, 1808.0)	(35.0, 2997.0)	(36.0, 6495.0)	(37.0, 13552.0)														
583B14_S132_L001_R2_001	(11.0, 5.0)	(12.0, 76.0)	(13.0, 150.0)	(14.0, 104.0)	(15.0, 71.0)	(16.0, 100.0)	(17.0, 128.0)	(18.0, 130.0)	(19.0, 180.0)	(20.0, 214.0)	(21.0, 257.0)	(22.0, 290.0)	(23.0, 411.0)	(24.0, 544.0)	(25.0, 676.0)	(26.0, 861.0)	(27.0, 1082.0)	(28.0, 1501.0)	(29.0, 1933.0)	(30.0, 2536.0)	(31.0, 3329.0)	(32.0, 4184.0)	(33.0, 5121.0)	(34.0, 4493.0)	(35.0, 1575.0)	(36.0, 84.0)	(37.0, 2.0)									
586A0_S109_L001_R1_001	(17.0, 2.0)	(18.0, 0.0)	(19.0, 5.0)	(20.0, 11.0)	(21.0, 20.0)	(22.0, 60.0)	(23.0, 86.0)	(24.0, 98.0)	(25.0, 117.0)	(26.0, 172.0)	(27.0, 197.0)	(28.0, 258.0)	(29.0, 323.0)	(30.0, 441.0)	(31.0, 587.0)	(32.0, 741.0)	(33.0, 1044.0)	(34.0, 1653.0)	(35.0, 2666.0)	(36.0, 5992.0)	(37.0, 13105.0)															
586A0_S109_L001_R2_001	(11.0, 1.0)	(12.0, 38.0)	(13.0, 93.0)	(14.0, 90.0)	(15.0, 43.0)	(16.0, 58.0)	(17.0, 60.0)	(18.0, 72.0)	(19.0, 120.0)	(20.0, 188.0)	(21.0, 183.0)	(22.0, 293.0)	(23.0, 347.0)	(24.0, 424.0)	(25.0, 531.0)	(26.0, 759.0)	(27.0, 937.0)	(28.0, 1280.0)	(29.0, 1724.0)	(30.0, 2326.0)	(31.0, 3028.0)	(32.0, 3985.0)	(33.0, 4959.0)	(34.0, 4377.0)	(35.0, 1549.0)	(36.0, 109.0)	(37.0, 4.0)									
586A14_S110_L001_R1_001	(18.0, 1.0)	(19.0, 6.0)	(20.0, 12.0)	(21.0, 30.0)	(22.0, 68.0)	(23.0, 89.0)	(24.0, 145.0)	(25.0, 156.0)	(26.0, 169.0)	(27.0, 232.0)	(28.0, 229.0)	(29.0, 354.0)	(30.0, 461.0)	(31.0, 550.0)	(32.0, 771.0)	(33.0, 1068.0)	(34.0, 1710.0)	(35.0, 2625.0)	(36.0, 5594.0)	(37.0, 11712.0)																
586A14_S110_L001_R2_001	(11.0, 5.0)	(12.0, 34.0)	(13.0, 91.0)	(14.0, 72.0)	(15.0, 58.0)	(16.0, 44.0)	(17.0, 50.0)	(18.0, 91.0)	(19.0, 116.0)	(20.0, 138.0)	(21.0, 188.0)	(22.0, 203.0)	(23.0, 281.0)	(24.0, 383.0)	(25.0, 486.0)	(26.0, 611.0)	(27.0, 840.0)	(28.0, 1125.0)	(29.0, 1519.0)	(30.0, 2057.0)	(31.0, 2621.0)	(32.0, 3670.0)	(33.0, 4717.0)	(34.0, 4591.0)	(35.0, 1860.0)	(36.0, 127.0)	(37.0, 4.0)									
586B0_S111_L001_R1_001	(17.0, 1.0)	(18.0, 5.0)	(19.0, 13.0)	(20.0, 12.0)	(21.0, 35.0)	(22.0, 76.0)	(23.0, 117.0)	(24.0, 165.0)	(25.0, 177.0)	(26.0, 208.0)	(27.0, 277.0)	(28.0, 325.0)	(29.0, 471.0)	(30.0, 558.0)	(31.0, 713.0)	(32.0, 1031.0)	(33.0, 1388.0)	(34.0, 2076.0)	(35.0, 3348.0)	(36.0, 6697.0)	(37.0, 9124.0)															
586B0_S111_L001_R2_001	(11.0, 1.0)	(12.0, 38.0)	(13.0, 121.0)	(14.0, 90.0)	(15.0, 46.0)	(16.0, 47.0)	(17.0, 47.0)	(18.0, 84.0)	(19.0, 108.0)	(20.0, 142.0)	(21.0, 178.0)	(22.0, 266.0)	(23.0, 376.0)	(24.0, 492.0)	(25.0, 623.0)	(26.0, 873.0)	(27.0, 1216.0)	(28.0, 1589.0)	(29.0, 2136.0)	(30.0, 2654.0)	(31.0, 3064.0)	(32.0, 3696.0)	(33.0, 4269.0)	(34.0, 3375.0)	(35.0, 1214.0)	(36.0, 72.0)										
586B14_S112_L001_R1_001	(17.0, 2.0)	(18.0, 2.0)	(19.0, 4.0)	(20.0, 17.0)	(21.0, 33.0)	(22.0, 83.0)	(23.0, 90.0)	(24.0, 120.0)	(25.0, 143.0)	(26.0, 214.0)	(27.0, 289.0)	(28.0, 363.0)	(29.0, 453.0)	(30.0, 587.0)	(31.0, 804.0)	(32.0, 1115.0)	(33.0, 1520.0)	(34.0, 2131.0)	(35.0, 3313.0)	(36.0, 5377.0)	(37.0, 5090.0)															
586B14_S112_L001_R2_001	(11.0, 2.0)	(12.0, 29.0)	(13.0, 112.0)	(14.0, 80.0)	(15.0, 41.0)	(16.0, 57.0)	(17.0, 83.0)	(18.0, 115.0)	(19.0, 137.0)	(20.0, 188.0)	(21.0, 280.0)	(22.0, 358.0)	(23.0, 467.0)	(24.0, 641.0)	(25.0, 876.0)	(26.0, 1100.0)	(27.0, 1366.0)	(28.0, 1720.0)	(29.0, 2124.0)	(30.0, 2389.0)	(31.0, 2789.0)	(32.0, 3005.0)	(33.0, 2392.0)	(34.0, 1183.0)	(35.0, 209.0)	(36.0, 6.0)	(37.0, 1.0)									
597A0_S121_L001_R1_001	(16.0, 1.0)	(17.0, 0.0)	(18.0, 2.0)	(19.0, 10.0)	(20.0, 21.0)	(21.0, 32.0)	(22.0, 60.0)	(23.0, 109.0)	(24.0, 118.0)	(25.0, 154.0)	(26.0, 203.0)	(27.0, 257.0)	(28.0, 310.0)	(29.0, 389.0)	(30.0, 443.0)	(31.0, 611.0)	(32.0, 790.0)	(33.0, 1171.0)	(34.0, 1750.0)	(35.0, 2853.0)	(36.0, 6218.0)	(37.0, 15642.0)														
597A0_S121_L001_R2_001	(11.0, 1.0)	(12.0, 65.0)	(13.0, 155.0)	(14.0, 78.0)	(15.0, 64.0)	(16.0, 60.0)	(17.0, 91.0)	(18.0, 115.0)	(19.0, 153.0)	(20.0, 179.0)	(21.0, 223.0)	(22.0, 262.0)	(23.0, 342.0)	(24.0, 420.0)	(25.0, 547.0)	(26.0, 738.0)	(27.0, 978.0)	(28.0, 1222.0)	(29.0, 1703.0)	(30.0, 2431.0)	(31.0, 3170.0)	(32.0, 4531.0)	(33.0, 5931.0)	(34.0, 5402.0)	(35.0, 2152.0)	(36.0, 130.0)	(37.0, 1.0)									
597A14_S122_L001_R1_001	(18.0, 2.0)	(19.0, 8.0)	(20.0, 12.0)	(21.0, 24.0)	(22.0, 66.0)	(23.0, 104.0)	(24.0, 118.0)	(25.0, 157.0)	(26.0, 183.0)	(27.0, 229.0)	(28.0, 262.0)	(29.0, 370.0)	(30.0, 459.0)	(31.0, 553.0)	(32.0, 859.0)	(33.0, 1170.0)	(34.0, 1693.0)	(35.0, 2841.0)	(36.0, 6089.0)	(37.0, 12800.0)																
597A14_S122_L001_R2_001	(11.0, 6.0)	(12.0, 49.0)	(13.0, 132.0)	(14.0, 66.0)	(15.0, 63.0)	(16.0, 40.0)	(17.0, 62.0)	(18.0, 107.0)	(19.0, 103.0)	(20.0, 120.0)	(21.0, 179.0)	(22.0, 207.0)	(23.0, 253.0)	(24.0, 374.0)	(25.0, 519.0)	(26.0, 633.0)	(27.0, 883.0)	(28.0, 1083.0)	(29.0, 1566.0)	(30.0, 2133.0)	(31.0, 2861.0)	(32.0, 3903.0)	(33.0, 5213.0)	(34.0, 5139.0)	(35.0, 2184.0)	(36.0, 120.0)	(37.0, 1.0)									
597B0_S123_L001_R1_001	(19.0, 1.0)	(20.0, 3.0)	(21.0, 9.0)	(22.0, 17.0)	(23.0, 16.0)	(24.0, 21.0)	(25.0, 19.0)	(26.0, 36.0)	(27.0, 32.0)	(28.0, 56.0)	(29.0, 59.0)	(30.0, 86.0)	(31.0, 112.0)	(32.0, 139.0)	(33.0, 207.0)	(34.0, 311.0)	(35.0, 533.0)	(36.0, 1111.0)	(37.0, 2572.0)																	
597B0_S123_L001_R2_001	(11.0, 1.0)	(12.0, 7.0)	(13.0, 19.0)	(14.0, 16.0)	(15.0, 15.0)	(16.0, 13.0)	(17.0, 13.0)	(18.0, 14.0)	(19.0, 28.0)	(20.0, 19.0)	(21.0, 34.0)	(22.0, 39.0)	(23.0, 75.0)	(24.0, 73.0)	(25.0, 92.0)	(26.0, 118.0)	(27.0, 181.0)	(28.0, 231.0)	(29.0, 294.0)	(30.0, 398.0)	(31.0, 548.0)	(32.0, 725.0)	(33.0, 957.0)	(34.0, 957.0)	(35.0, 435.0)	(36.0, 38.0)										
597B14_S124_L001_R1_001	(15.0, 1.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 4.0)	(19.0, 9.0)	(20.0, 12.0)	(21.0, 32.0)	(22.0, 71.0)	(23.0, 124.0)	(24.0, 146.0)	(25.0, 160.0)	(26.0, 182.0)	(27.0, 222.0)	(28.0, 275.0)	(29.0, 358.0)	(30.0, 485.0)	(31.0, 597.0)	(32.0, 806.0)	(33.0, 1108.0)	(34.0, 1735.0)	(35.0, 2695.0)	(36.0, 5912.0)	(37.0, 13373.0)													
597B14_S124_L001_R2_001	(11.0, 3.0)	(12.0, 63.0)	(13.0, 161.0)	(14.0, 82.0)	(15.0, 68.0)	(16.0, 63.0)	(17.0, 76.0)	(18.0, 104.0)	(19.0, 155.0)	(20.0, 180.0)	(21.0, 272.0)	(22.0, 259.0)	(23.0, 373.0)	(24.0, 382.0)	(25.0, 627.0)	(26.0, 767.0)	(27.0, 1010.0)	(28.0, 1297.0)	(29.0, 1753.0)	(30.0, 2340.0)	(31.0, 3112.0)	(32.0, 4289.0)	(33.0, 4978.0)	(34.0, 4272.0)	(35.0, 1529.0)	(36.0, 91.0)	(37.0, 2.0)									
603A0_S13_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 1.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 4.0)	(20.0, 10.0)	(21.0, 23.0)	(22.0, 43.0)	(23.0, 65.0)	(24.0, 115.0)	(25.0, 108.0)	(26.0, 126.0)	(27.0, 200.0)	(28.0, 225.0)	(29.0, 267.0)	(30.0, 290.0)	(31.0, 445.0)	(32.0, 566.0)	(33.0, 759.0)	(34.0, 1252.0)	(35.0, 2103.0)	(36.0, 4410.0)	(37.0, 8735.0)
603A0_S13_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 2.0)	(12.0, 40.0)	(13.0, 116.0)	(14.0, 73.0)	(15.0, 48.0)	(16.0, 36.0)	(17.0, 47.0)	(18.0, 60.0)	(19.0, 72.0)	(20.0, 116.0)	(21.0, 142.0)	(22.0, 172.0)	(23.0, 215.0)	(24.0, 264.0)	(25.0, 349.0)	(26.0, 466.0)	(27.0, 668.0)	(28.0, 837.0)	(29.0, 1191.0)	(30.0, 1496.0)	(31.0, 2108.0)	(32.0, 2933.0)	(33.0, 3659.0)	(34.0, 3198.0)	(35.0, 1339.0)	(36.0, 95.0)	(37.0, 5.0)
603A14_S14_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 1.0)	(19.0, 4.0)	(20.0, 12.0)	(21.0, 37.0)	(22.0, 61.0)	(23.0, 90.0)	(24.0, 104.0)	(25.0, 118.0)	(26.0, 141.0)	(27.0, 140.0)	(28.0, 233.0)	(29.0, 309.0)	(30.0, 395.0)	(31.0, 469.0)	(32.0, 699.0)	(33.0, 1048.0)	(34.0, 1396.0)	(35.0, 2242.0)	(36.0, 4721.0)	(37.0, 7611.0)
603A14_S14_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 4.0)	(12.0, 30.0)	(13.0, 98.0)	(14.0, 95.0)	(15.0, 41.0)	(16.0, 22.0)	(17.0, 42.0)	(18.0, 47.0)	(19.0, 70.0)	(20.0, 80.0)	(21.0, 117.0)	(22.0, 167.0)	(23.0, 197.0)	(24.0, 238.0)	(25.0, 324.0)	(26.0, 468.0)	(27.0, 600.0)	(28.0, 826.0)	(29.0, 1117.0)	(30.0, 1539.0)	(31.0, 2066.0)	(32.0, 2764.0)	(33.0, 3398.0)	(34.0, 3453.0)	(35.0, 1856.0)	(36.0, 166.0)	(37.0, 6.0)
603B0_S15_L001_R1_001	(2.0, 2.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 1.0)	(19.0, 6.0)	(20.0, 6.0)	(21.0, 14.0)	(22.0, 44.0)	(23.0, 71.0)	(24.0, 96.0)	(25.0, 110.0)	(26.0, 163.0)	(27.0, 161.0)	(28.0, 210.0)	(29.0, 259.0)	(30.0, 385.0)	(31.0, 463.0)	(32.0, 632.0)	(33.0, 907.0)	(34.0, 1406.0)	(35.0, 2358.0)	(36.0, 4935.0)	(37.0, 10429.0)
603B0_S15_L001_R2_001	(2.0, 2.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 32.0)	(13.0, 112.0)	(14.0, 91.0)	(15.0, 44.0)	(16.0, 39.0)	(17.0, 56.0)	(18.0, 64.0)	(19.0, 91.0)	(20.0, 95.0)	(21.0, 132.0)	(22.0, 174.0)	(23.0, 213.0)	(24.0, 309.0)	(25.0, 344.0)	(26.0, 469.0)	(27.0, 644.0)	(28.0, 858.0)	(29.0, 1110.0)	(30.0, 1595.0)	(31.0, 2075.0)	(32.0, 3048.0)	(33.0, 4016.0)	(34.0, 4418.0)	(35.0, 2370.0)	(36.0, 252.0)	(37.0, 4.0)
603B14_S16_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 2.0)	(19.0, 5.0)	(20.0, 11.0)	(21.0, 33.0)	(22.0, 58.0)	(23.0, 103.0)	(24.0, 110.0)	(25.0, 133.0)	(26.0, 157.0)	(27.0, 185.0)	(28.0, 279.0)	(29.0, 325.0)	(30.0, 437.0)	(31.0, 560.0)	(32.0, 794.0)	(33.0, 1063.0)	(34.0, 1551.0)	(35.0, 2504.0)	(36.0, 5291.0)	(37.0, 9394.0)
603B14_S16_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 2.0)	(12.0, 35.0)	(13.0, 107.0)	(14.0, 101.0)	(15.0, 59.0)	(16.0, 55.0)	(17.0, 67.0)	(18.0, 76.0)	(19.0, 107.0)	(20.0, 148.0)	(21.0, 193.0)	(22.0, 191.0)	(23.0, 311.0)	(24.0, 384.0)	(25.0, 443.0)	(26.0, 633.0)	(27.0, 793.0)	(28.0, 1012.0)	(29.0, 1367.0)	(30.0, 1829.0)	(31.0, 2382.0)	(32.0, 3171.0)	(33.0, 3970.0)	(34.0, 3663.0)	(35.0, 1735.0)	(36.0, 156.0)	(37.0, 5.0)
607A0_S5_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 1.0)	(17.0, 2.0)	(18.0, 4.0)	(19.0, 3.0)	(20.0, 12.0)	(21.0, 44.0)	(22.0, 104.0)	(23.0, 141.0)	(24.0, 156.0)	(25.0, 154.0)	(26.0, 214.0)	(27.0, 226.0)	(28.0, 317.0)	(29.0, 393.0)	(30.0, 501.0)	(31.0, 658.0)	(32.0, 803.0)	(33.0, 1140.0)	(34.0, 1786.0)	(35.0, 2940.0)	(36.0, 6131.0)	(37.0, 9966.0)
607A0_S5_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 3.0)	(12.0, 29.0)	(13.0, 119.0)	(14.0, 106.0)	(15.0, 60.0)	(16.0, 46.0)	(17.0, 55.0)	(18.0, 80.0)	(19.0, 117.0)	(20.0, 142.0)	(21.0, 202.0)	(22.0, 270.0)	(23.0, 342.0)	(24.0, 395.0)	(25.0, 581.0)	(26.0, 729.0)	(27.0, 1092.0)	(28.0, 1392.0)	(29.0, 1898.0)	(30.0, 2401.0)	(31.0, 3047.0)	(32.0, 3397.0)	(33.0, 3684.0)	(34.0, 3513.0)	(35.0, 1807.0)	(36.0, 183.0)	(37.0, 6.0)
607A14_S6_L001_R1_001	(18.0, 1.0)	(19.0, 15.0)	(20.0, 22.0)	(21.0, 35.0)	(22.0, 103.0)	(23.0, 115.0)	(24.0, 110.0)	(25.0, 153.0)	(26.0, 177.0)	(27.0, 223.0)	(28.0, 276.0)	(29.0, 364.0)	(30.0, 465.0)	(31.0, 627.0)	(32.0, 860.0)	(33.0, 1155.0)	(34.0, 1713.0)	(35.0, 2633.0)	(36.0, 4794.0)	(37.0, 5850.0)																
607A14_S6_L001_R2_001	(11.0, 1.0)	(12.0, 31.0)	(13.0, 95.0)	(14.0, 82.0)	(15.0, 45.0)	(16.0, 39.0)	(17.0, 41.0)	(18.0, 49.0)	(19.0, 93.0)	(20.0, 102.0)	(21.0, 151.0)	(22.0, 181.0)	(23.0, 244.0)	(24.0, 308.0)	(25.0, 435.0)	(26.0, 596.0)	(27.0, 809.0)	(28.0, 1012.0)	(29.0, 1446.0)	(30.0, 1896.0)	(31.0, 2499.0)	(32.0, 3017.0)	(33.0, 2971.0)	(34.0, 2427.0)	(35.0, 1039.0)	(36.0, 78.0)	(37.0, 4.0)									
607B0_S7_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 3.0)	(19.0, 4.0)	(20.0, 18.0)	(21.0, 29.0)	(22.0, 65.0)	(23.0, 106.0)	(24.0, 103.0)	(25.0, 126.0)	(26.0, 147.0)	(27.0, 196.0)	(28.0, 279.0)	(29.0, 314.0)	(30.0, 386.0)	(31.0, 497.0)	(32.0, 672.0)	(33.0, 1040.0)	(34.0, 1407.0)	(35.0, 2466.0)	(36.0, 5023.0)	(37.0, 8526.0)
607B0_S7_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 33.0)	(13.0, 114.0)	(14.0, 94.0)	(15.0, 51.0)	(16.0, 42.0)	(17.0, 37.0)	(18.0, 87.0)	(19.0, 94.0)	(20.0, 122.0)	(21.0, 151.0)	(22.0, 221.0)	(23.0, 264.0)	(24.0, 372.0)	(25.0, 449.0)	(26.0, 626.0)	(27.0, 827.0)	(28.0, 1105.0)	(29.0, 1421.0)	(30.0, 1910.0)	(31.0, 2389.0)	(32.0, 2702.0)	(33.0, 3256.0)	(34.0, 3178.0)	(35.0, 1684.0)	(36.0, 176.0)	(37.0, 3.0)
607B14_S8_L001_R1_001	(16.0, 1.0)	(17.0, 0.0)	(18.0, 4.0)	(19.0, 8.0)	(20.0, 10.0)	(21.0, 32.0)	(22.0, 65.0)	(23.0, 91.0)	(24.0, 109.0)	(25.0, 139.0)	(26.0, 179.0)	(27.0, 199.0)	(28.0, 256.0)	(29.0, 335.0)	(30.0, 423.0)	(31.0, 575.0)	(32.0, 738.0)	(33.0, 1119.0)	(34.0, 1538.0)	(35.0, 2539.0)	(36.0, 5327.0)	(37.0, 9304.0)														
607B14_S8_L001_R2_001	(10.0, 1.0)	(11.0, 1.0)	(12.0, 22.0)	(13.0, 103.0)	(14.0, 82.0)	(15.0, 52.0)	(16.0, 36.0)	(17.0, 74.0)	(18.0, 99.0)	(19.0, 112.0)	(20.0, 145.0)	(21.0, 210.0)	(22.0, 247.0)	(23.0, 321.0)	(24.0, 406.0)	(25.0, 482.0)	(26.0, 617.0)	(27.0, 808.0)	(28.0, 1098.0)	(29.0, 1367.0)	(30.0, 1842.0)	(31.0, 2417.0)	(32.0, 3062.0)	(33.0, 3685.0)	(34.0, 3615.0)	(35.0, 1915.0)	(36.0, 166.0)	(37.0, 6.0)								
610A0_S21_L001_R1_001	(15.0, 4.0)	(16.0, 5.0)	(17.0, 6.0)	(18.0, 15.0)	(19.0, 13.0)	(20.0, 14.0)	(21.0, 35.0)	(22.0, 71.0)	(23.0, 92.0)	(24.0, 98.0)	(25.0, 138.0)	(26.0, 154.0)	(27.0, 231.0)	(28.0, 234.0)	(29.0, 324.0)	(30.0, 396.0)	(31.0, 525.0)	(32.0, 665.0)	(33.0, 871.0)	(34.0, 1435.0)	(35.0, 2388.0)	(36.0, 5032.0)	(37.0, 10617.0)													
610A0_S21_L001_R2_001	(12.0, 45.0)	(13.0, 118.0)	(14.0, 85.0)	(15.0, 30.0)	(16.0, 43.0)	(17.0, 62.0)	(18.0, 98.0)	(19.0, 155.0)	(20.0, 184.0)	(21.0, 232.0)	(22.0, 292.0)	(23.0, 381.0)	(24.0, 460.0)	(25.0, 577.0)	(26.0, 759.0)	(27.0, 1073.0)	(28.0, 1374.0)	(29.0, 1805.0)	(30.0, 2413.0)	(31.0, 3163.0)	(32.0, 3539.0)	(33.0, 3226.0)	(34.0, 2364.0)	(35.0, 823.0)	(36.0, 55.0)	(37.0, 7.0)										
610A14_S22_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 3.0)	(19.0, 12.0)	(20.0, 19.0)	(21.0, 39.0)	(22.0, 67.0)	(23.0, 90.0)	(24.0, 116.0)	(25.0, 114.0)	(26.0, 168.0)	(27.0, 172.0)	(28.0, 256.0)	(29.0, 305.0)	(30.0, 405.0)	(31.0, 537.0)	(32.0, 773.0)	(33.0, 1055.0)	(34.0, 1519.0)	(35.0, 2518.0)	(36.0, 5232.0)	(37.0, 11023.0)
610A14_S22_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 3.0)	(12.0, 33.0)	(13.0, 114.0)	(14.0, 82.0)	(15.0, 37.0)	(16.0, 55.0)	(17.0, 49.0)	(18.0, 87.0)	(19.0, 118.0)	(20.0, 167.0)	(21.0, 203.0)	(22.0, 252.0)	(23.0, 377.0)	(24.0, 434.0)	(25.0, 531.0)	(26.0, 669.0)	(27.0, 919.0)	(28.0, 1154.0)	(29.0, 1423.0)	(30.0, 2041.0)	(31.0, 2628.0)	(32.0, 3571.0)	(33.0, 4417.0)	(34.0, 3663.0)	(35.0, 1301.0)	(36.0, 93.0)	(37.0, 2.0)
610B0_S23_L001_R1_001	(2.0, 4.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 1.0)	(17.0, 0.0)	(18.0, 2.0)	(19.0, 7.0)	(20.0, 18.0)	(21.0, 30.0)	(22.0, 58.0)	(23.0, 63.0)	(24.0, 107.0)	(25.0, 122.0)	(26.0, 177.0)	(27.0, 198.0)	(28.0, 266.0)	(29.0, 302.0)	(30.0, 411.0)	(31.0, 532.0)	(32.0, 711.0)	(33.0, 977.0)	(34.0, 1470.0)	(35.0, 2588.0)	(36.0, 5362.0)	(37.0, 12369.0)
