Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
651B14_S108_L001_R2_001	(1.0, 8.036314727639542)	(2.0, 1.830680714339087)	(3.0, 1.154449674960771)	(4.0, 0.7771052828214899)	(5.0, 0.44832997085855186)	(6.0, 0.4931629679444071)	(7.0, 0.3138309796009863)	(8.0, 0.2092206530673242)	(9.0, 0.23537323470073976)	('>10', 4.599118284390645)	('>50', 4.079802734812822)	('>100', 12.938055742359712)	('>500', 18.878427856235522)	('>1k', 46.0061271762684)	('>5k', 0.0)	('>10k+', 0.0)
653A0_S113_L001_R1_001	(1.0, 5.833518642057668)	(2.0, 1.6307167741457267)	(3.0, 0.9673115410273516)	(4.0, 0.9339559706470981)	(5.0, 0.66711140760507)	(6.0, 0.5336891260840559)	(7.0, 0.3632050996960937)	(8.0, 0.4743903342969387)	(9.0, 0.3669112741827885)	('>10', 10.877622118449338)	('>50', 6.652583203617227)	('>100', 16.12556519160922)	('>500', 20.48032021347565)	('>1k', 34.09309910310577)	('>5k', 0.0)	('>10k+', 0.0)
653A0_S113_L001_R2_001	(1.0, 8.942999036394633)	(2.0, 1.9865095248684308)	(3.0, 1.200800533689126)	(4.0, 0.5188644281372767)	(5.0, 0.333555703802535)	(6.0, 0.37802979764287303)	(7.0, 0.23348899266177453)	(8.0, 0.3854421466162627)	(9.0, 0.06671114076050699)	('>10', 7.134385886887555)	('>50', 6.6006967608034985)	('>100', 13.290341709287674)	('>500', 23.704692016900157)	('>1k', 35.2234823215477)	('>5k', 0.0)	('>10k+', 0.0)
653A14_S114_L001_R1_001	(1.0, 5.990711470163525)	(2.0, 1.685985247629083)	(3.0, 1.1005737033134293)	(4.0, 0.8742145728447097)	(5.0, 0.5268703898840885)	(6.0, 0.5385786207704015)	(7.0, 0.7102993404363267)	(8.0, 0.31221949030168206)	(9.0, 0.31612223393045313)	('>10', 11.891659836865315)	('>50', 4.0393396557780115)	('>100', 19.564453811029153)	('>500', 36.98239862623424)	('>1k', 15.466573000819576)	('>5k', 0.0)	('>10k+', 0.0)
653A14_S114_L001_R2_001	(1.0, 8.324552160168599)	(2.0, 1.8186785310072981)	(3.0, 1.0303243179955508)	(4.0, 0.6556609296335324)	(5.0, 0.5073566717402334)	(6.0, 0.3278304648167662)	(7.0, 0.3278304648167662)	(8.0, 0.2809975412715139)	(9.0, 0.21074815595363539)	('>10', 7.227881200483941)	('>50', 4.894040510478867)	('>100', 13.702532880615074)	('>500', 24.65363150294657)	('>1k', 36.03793466807165)	('>5k', 0.0)	('>10k+', 0.0)
653B0_S115_L001_R1_001	(1.0, 5.442414368284262)	(2.0, 1.730090383645603)	(3.0, 0.977539858023973)	(4.0, 0.7447922727801699)	(5.0, 0.6594514915241088)	(6.0, 0.5585942045851274)	(7.0, 0.38015438923154504)	(8.0, 0.6516932386826487)	(9.0, 0.34912137786570463)	('>10', 12.149423949726522)	('>50', 5.073897358314908)	('>100', 15.70270375111525)	('>500', 23.41440707552659)	('>1k', 32.16571628069359)	('>5k', 0.0)	('>10k+', 0.0)
653B0_S115_L001_R2_001	(1.0, 8.809496101477947)	(2.0, 2.110244772877148)	(3.0, 0.9426277202374026)	(4.0, 0.6051437216338881)	(5.0, 0.446099538383956)	(6.0, 0.41894565343884554)	(7.0, 0.10861553978044144)	(8.0, 0.18619806819504248)	(9.0, 0.20947282671942277)	('>10', 7.921176151130766)	('>50', 5.28337018503433)	('>100', 17.18453004383413)	('>500', 28.647348617091435)	('>1k', 27.12673106016525)	('>5k', 0.0)	('>10k+', 0.0)
653B14_S116_L001_R1_001	(1.0, 5.805405812945301)	(2.0, 1.6209899347834282)	(3.0, 0.916047800354356)	(4.0, 0.9952124250763373)	(5.0, 0.6785539261884118)	(6.0, 0.49760621253816867)	(7.0, 0.44859954009122777)	(8.0, 0.42221133185056736)	(9.0, 0.37320465940362646)	('>10', 10.559053040298563)	('>50', 4.991141101519206)	('>100', 13.74071700531534)	('>500', 28.57842952463528)	('>1k', 30.372827685000185)	('>5k', 0.0)	('>10k+', 0.0)
653B14_S116_L001_R2_001	(1.0, 8.591246654352169)	(2.0, 1.8999509933275531)	(3.0, 1.1987786029328609)	(4.0, 0.6182380216383307)	(5.0, 0.5277641648132092)	(6.0, 0.4297508199193275)	(7.0, 0.29027029064726506)	(8.0, 0.21110566592528368)	(9.0, 0.27142157047536475)	('>10', 7.083349040600143)	('>50', 3.2683680778075166)	('>100', 12.5193199381762)	('>500', 19.6479059071889)	('>1k', 43.44253025219588)	('>5k', 0.0)	('>10k+', 0.0)
655A14_S126_L001_R1_001	(1.0, 7.1345029239766085)	(2.0, 2.144249512670565)	(3.0, 1.3333333333333335)	(4.0, 1.2007797270955165)	(5.0, 1.01364522417154)	(6.0, 0.5380116959064328)	(7.0, 0.7641325536062379)	(8.0, 0.5925925925925926)	(9.0, 0.7017543859649122)	('>10', 8.261208576998051)	('>50', 9.481481481481481)	('>100', 45.62962962962963)	('>500', 16.682261208577)	('>1k', 4.522417153996101)	('>5k', 0.0)	('>10k+', 0.0)
655A14_S126_L001_R2_001	(1.0, 8.998050682261209)	(2.0, 1.902534113060429)	(3.0, 0.8888888888888888)	(4.0, 0.8576998050682261)	(5.0, 0.3898635477582846)	(6.0, 0.2807017543859649)	(7.0, 0.27290448343079926)	(8.0, 0.15594541910331383)	(9.0, 0.07017543859649122)	('>10', 7.235867446393762)	('>50', 6.939571150097466)	('>100', 23.62962962962963)	('>500', 21.430799220272906)	('>1k', 26.94736842105263)	('>5k', 0.0)	('>10k+', 0.0)
655B0_S127_L001_R1_001	(1.0, 6.048755873726702)	(2.0, 1.8922072597685198)	(3.0, 1.040713992872686)	(4.0, 0.9461036298842599)	(5.0, 0.6622725409189819)	(6.0, 0.5487401053328708)	(7.0, 0.6622725409189819)	(8.0, 0.5550474628654325)	(9.0, 0.567662177930556)	('>10', 6.897095461856255)	('>50', 5.399098047872844)	('>100', 34.324639692200954)	('>500', 32.20221388249393)	('>1k', 8.253177331357028)	('>5k', 0.0)	('>10k+', 0.0)
655B0_S127_L001_R2_001	(1.0, 8.262638367655871)	(2.0, 1.797596896780094)	(3.0, 0.9082594846888895)	(4.0, 0.5550474628654325)	(5.0, 0.4888202087735344)	(6.0, 0.378441451953704)	(7.0, 0.3752877731874231)	(8.0, 0.2522943013024693)	(9.0, 0.2554479800687502)	('>10', 4.077706644801161)	('>50', 4.017786748241824)	('>100', 38.22574032609039)	('>500', 13.60812387650194)	('>1k', 26.796808477088526)	('>5k', 0.0)	('>10k+', 0.0)
655B14_S128_L001_R1_001	(1.0, 7.768797867388821)	(2.0, 2.1833876359328057)	(3.0, 1.3455761012144036)	(4.0, 1.0663055896416027)	(5.0, 0.7828037066813355)	(6.0, 0.9139762196928025)	(7.0, 0.6812507933821351)	(8.0, 0.7785723352938687)	(9.0, 0.45698810984640126)	('>10', 9.10591122582829)	('>50', 9.139762196928023)	('>100', 45.83844624042652)	('>500', 15.588372191427242)	('>1k', 4.349849786315745)	('>5k', 0.0)	('>10k+', 0.0)
655B14_S128_L001_R2_001	(1.0, 9.474040536537892)	(2.0, 1.7179367833114714)	(3.0, 0.9647526763424026)	(4.0, 0.6600939364448017)	(5.0, 0.4019802818093344)	(6.0, 0.4062116531968011)	(7.0, 0.3258155968349342)	(8.0, 0.16925485549866712)	(9.0, 0.11424702746160031)	('>10', 7.167943130368553)	('>50', 8.923962256167224)	('>100', 30.013117251301146)	('>500', 10.861930351626963)	('>1k', 28.79871366309821)	('>5k', 0.0)	('>10k+', 0.0)
656A0_S117_L001_R1_001	(1.0, 5.95291596086701)	(2.0, 1.9704774086493588)	(3.0, 0.9126421682165452)	(4.0, 0.8573305216579665)	(5.0, 0.6395409133335638)	(6.0, 0.622256023784008)	(7.0, 0.5081757527569399)	(8.0, 0.33186987935147094)	(9.0, 0.43557921664880556)	('>10', 8.611331973588689)	('>50', 7.591523490164898)	('>100', 25.325820168009127)	('>500', 20.703840702457914)	('>1k', 25.536695820513707)	('>5k', 0.0)	('>10k+', 0.0)
656A0_S117_L001_R2_001	(1.0, 8.863691361012203)	(2.0, 1.6593493967573547)	(3.0, 0.9126421682165452)	(4.0, 0.8435026100183219)	(5.0, 0.5876862446848965)	(6.0, 0.5185466864866733)	(7.0, 0.36298268054067134)	(8.0, 0.5254606423064957)	(9.0, 0.155564005946002)	('>10', 3.1320219863795074)	('>50', 5.527707677947938)	('>100', 30.19324506516403)	('>500', 5.4343692743803365)	('>1k', 41.28323020015902)	('>5k', 0.0)	('>10k+', 0.0)
656A14_S118_L001_R1_001	(1.0, 5.521119560355294)	(2.0, 1.9873474343408526)	(3.0, 1.2460860118857435)	(4.0, 0.7668221611604575)	(5.0, 0.5591411591795002)	(6.0, 0.613457728928366)	(7.0, 0.5591411591795002)	(8.0, 0.5112147741069717)	(9.0, 0.4888491277397917)	('>10', 7.530832641063327)	('>50', 5.993993226404243)	('>100', 19.333503738258035)	('>500', 19.180139306025946)	('>1k', 35.70835197137197)	('>5k', 0.0)	('>10k+', 0.0)
656A14_S118_L001_R2_001	(1.0, 7.454150424947281)	(2.0, 1.482522844910218)	(3.0, 0.987283532494089)	(4.0, 0.920186593392549)	(5.0, 0.4632883890344431)	(6.0, 0.479263850725286)	(7.0, 0.5367755128123203)	(8.0, 0.613457728928366)	(9.0, 0.3450699725222059)	('>10', 3.1407757684197075)	('>50', 4.131254393251965)	('>100', 20.413444948559015)	('>500', 0.0)	('>1k', 59.03252604000255)	('>5k', 0.0)	('>10k+', 0.0)
656B0_S119_L001_R1_001	(1.0, 5.944888888888889)	(2.0, 1.8062222222222222)	(3.0, 1.0133333333333332)	(4.0, 0.8106666666666666)	(5.0, 0.48)	(6.0, 0.5973333333333333)	(7.0, 0.3982222222222222)	(8.0, 0.48355555555555557)	(9.0, 0.384)	('>10', 11.60888888888889)	('>50', 6.076444444444444)	('>100', 15.911111111111111)	('>500', 29.560888888888886)	('>1k', 24.924444444444443)	('>5k', 0.0)	('>10k+', 0.0)
656B0_S119_L001_R2_001	(1.0, 8.053333333333333)	(2.0, 1.7777777777777777)	(3.0, 0.8)	(4.0, 0.5262222222222221)	(5.0, 0.5688888888888889)	(6.0, 0.5546666666666666)	(7.0, 0.4728888888888889)	(8.0, 0.3982222222222222)	(9.0, 0.192)	('>10', 5.7457777777777785)	('>50', 4.728888888888889)	('>100', 23.17511111111111)	('>500', 6.535111111111111)	('>1k', 46.471111111111114)	('>5k', 0.0)	('>10k+', 0.0)
656B14_S120_L001_R1_001	(1.0, 6.584646046529455)	(2.0, 1.9010386723391208)	(3.0, 0.9198574220995746)	(4.0, 0.7052240236096738)	(5.0, 0.26829174811237594)	(6.0, 0.5979073243647235)	(7.0, 0.40243762216856394)	(8.0, 0.2759572266298724)	(9.0, 0.4484304932735426)	('>10', 11.958146487294469)	('>50', 5.453987965198728)	('>100', 23.8894637997777)	('>500', 27.384922003756085)	('>1k', 19.209689164846118)	('>5k', 0.0)	('>10k+', 0.0)
656B14_S120_L001_R2_001	(1.0, 9.225403395806984)	(2.0, 1.8320493656816528)	(3.0, 1.011843164309532)	(4.0, 0.7512168947146526)	(5.0, 0.5749108888122342)	(6.0, 0.29895366218236175)	(7.0, 0.26829174811237594)	(8.0, 0.2759572266298724)	(9.0, 0.17247326664367024)	('>10', 6.243532252500862)	('>50', 5.0477176037714155)	('>100', 17.783910160591777)	('>500', 25.039285577402172)	('>1k', 31.474454792840444)	('>5k', 0.0)	('>10k+', 0.0)
676A0_S133_L001_R1_001	(1.0, 5.9294253760123405)	(2.0, 1.748296696233449)	(3.0, 1.0701889703046663)	(4.0, 0.9512790847152589)	(5.0, 0.658825041779149)	(6.0, 0.4242190512919399)	(7.0, 0.6299010155546986)	(8.0, 0.35994343745982776)	(9.0, 0.520632472040108)	('>10', 9.287826198740198)	('>50', 6.379354672837126)	('>100', 16.859493508163006)	('>500', 28.830826584393883)	('>1k', 26.349787890474353)	('>5k', 0.0)	('>10k+', 0.0)
676A0_S133_L001_R2_001	(1.0, 10.06877490680036)	(2.0, 1.9282684149633629)	(3.0, 0.9930582337061319)	(4.0, 0.6041907700218537)	(5.0, 0.5463427175729528)	(6.0, 0.34708831469340534)	(7.0, 0.29245404293611005)	(8.0, 0.38565368299267255)	(9.0, 0.5495564982645584)	('>10', 7.738783905386297)	('>50', 4.8013883532587736)	('>100', 27.580665895359303)	('>500', 22.120452500321377)	('>1k', 22.043321763722844)	('>5k', 0.0)	('>10k+', 0.0)
676A14_S134_L001_R1_001	(1.0, 6.258466540232998)	(2.0, 1.872422408862398)	(3.0, 1.1469339835636232)	(4.0, 0.6502302898943376)	(5.0, 0.7676329811252597)	(6.0, 0.559920527409013)	(7.0, 0.4214455582648484)	(8.0, 0.529817273247238)	(9.0, 0.3522080736927662)	('>10', 9.494566362623798)	('>50', 4.927902706282549)	('>100', 18.937957193172583)	('>500', 28.8178452090671)	('>1k', 25.262650892561485)	('>5k', 0.0)	('>10k+', 0.0)
676A14_S134_L001_R2_001	(1.0, 9.030976248532466)	(2.0, 1.7520093922152986)	(3.0, 0.9934073873385713)	(4.0, 0.8549324181944068)	(5.0, 0.40639393118396094)	(6.0, 0.4154249074324935)	(7.0, 0.3371564466118787)	(8.0, 0.19266082663535927)	(9.0, 0.270929287455974)	('>10', 8.013486257864475)	('>50', 3.6816279839850687)	('>100', 27.002618983112075)	('>500', 16.12330292904663)	('>1k', 30.92507300039134)	('>5k', 0.0)	('>10k+', 0.0)
676B0_S135_L001_R1_001	(1.0, 5.316288877174486)	(2.0, 1.787032156035846)	(3.0, 1.0042171850289932)	(4.0, 0.7274644175013179)	(5.0, 0.4348972061149182)	(6.0, 0.49024775962045336)	(7.0, 0.36900369003690037)	(8.0, 0.632577754348972)	(9.0, 0.3558249868212968)	('>10', 8.147074327886136)	('>50', 7.045334739061676)	('>100', 14.833948339483394)	('>500', 24.38323668950975)	('>1k', 34.47285187137586)	('>5k', 0.0)	('>10k+', 0.0)
676B0_S135_L001_R2_001	(1.0, 8.552978386926727)	(2.0, 1.871375856615709)	(3.0, 1.0595677385345281)	(4.0, 0.6642066420664207)	(5.0, 0.4480759093305219)	(6.0, 0.3637322087506589)	(7.0, 0.46125461254612543)	(8.0, 0.316288877174486)	(9.0, 0.37954665260938325)	('>10', 6.660516605166052)	('>50', 3.1997891407485506)	('>100', 24.42013705851344)	('>500', 19.15919873484449)	('>1k', 32.44333157617291)	('>5k', 0.0)	('>10k+', 0.0)
676B14_S136_L001_R1_001	(1.0, 5.825986968187045)	(2.0, 1.9215535965248498)	(3.0, 1.1115369873514758)	(4.0, 0.9505557684936758)	(5.0, 0.4854989140155871)	(6.0, 0.6439248754311997)	(7.0, 0.518717260764022)	(8.0, 0.40884119074996805)	(9.0, 0.36795707167497127)	('>10', 8.677654273668072)	('>50', 4.464034751501214)	('>100', 29.181039989778974)	('>500', 17.8868020953111)	('>1k', 27.555896256547847)	('>5k', 0.0)	('>10k+', 0.0)
676B14_S136_L001_R2_001	(1.0, 9.699757250542993)	(2.0, 2.0799795579404625)	(3.0, 0.9198926791874281)	(4.0, 0.6848089945061965)	(5.0, 0.4343937651718411)	(6.0, 0.30663089306247604)	(7.0, 0.1967548230484221)	(8.0, 0.2657467739874792)	(9.0, 0.2759678037562284)	('>10', 7.195604957199437)	('>50', 4.803883991312125)	('>100', 22.478599718921682)	('>500', 26.845534687619775)	('>1k', 23.812444103743452)	('>5k', 0.0)	('>10k+', 0.0)
678A0_S141_L001_R1_001	(1.0, 5.830782489821392)	(2.0, 1.7117893548099499)	(3.0, 0.9450503729679932)	(4.0, 0.8677821034800439)	(5.0, 0.7726826948794913)	(6.0, 0.4457784778150911)	(7.0, 0.43686290825878926)	(8.0, 0.737020416654284)	(9.0, 0.45469404737139296)	('>10', 7.768432940057654)	('>50', 3.5781152485957977)	('>100', 33.56117566643883)	('>500', 15.29614550209516)	('>1k', 27.593687776754138)	('>5k', 0.0)	('>10k+', 0.0)
678A0_S141_L001_R2_001	(1.0, 9.596124699099526)	(2.0, 1.97331272846147)	(3.0, 1.0074593598621058)	(4.0, 0.760795268804422)	(5.0, 0.41605991262741837)	(6.0, 0.26746708668905467)	(7.0, 0.20802995631370919)	(8.0, 0.16642396505096732)	(9.0, 0.26746708668905467)	('>10', 6.653986745519927)	('>50', 7.2810484709798216)	('>100', 17.84599839519748)	('>500', 31.379832981663647)	('>1k', 22.175993343041398)	('>5k', 0.0)	('>10k+', 0.0)
678A14_S142_L001_R1_001	(1.0, 6.024130428640049)	(2.0, 1.859229747675963)	(3.0, 1.1782656607612105)	(4.0, 0.6555338927976039)	(5.0, 0.6216269673080727)	(6.0, 0.4238365686191405)	(7.0, 0.4153598372467576)	(8.0, 0.4294877228673956)	(9.0, 0.4068831058743749)	('>10', 9.022067757339435)	('>50', 5.512700969172953)	('>100', 26.088553587070155)	('>500', 17.617473368935606)	('>1k', 29.74485038569128)	('>5k', 0.0)	('>10k+', 0.0)
678A14_S142_L001_R2_001	(1.0, 9.18312565341471)	(2.0, 2.1248339973439574)	(3.0, 1.0341612274307026)	(4.0, 0.7346500522731768)	(5.0, 0.4238365686191405)	(6.0, 0.356022717640078)	(7.0, 0.1977903986889322)	(8.0, 0.13562770195812496)	(9.0, 0.2797321352886327)	('>10', 7.126105507049815)	('>50', 5.69353790511712)	('>100', 22.58766353027606)	('>500', 28.98759571642508)	('>1k', 21.13531688847447)	('>5k', 0.0)	('>10k+', 0.0)
678B0_S143_L001_R1_001	(1.0, 5.363333876259395)	(2.0, 1.7125439188403098)	(3.0, 0.8655792633268957)	(4.0, 0.9214230867673407)	(5.0, 0.5002675849873188)	(6.0, 0.4746724992437816)	(7.0, 0.6677990553086535)	(8.0, 0.4653651953370408)	(9.0, 0.2931800730623357)	('>10', 7.925169276589804)	('>50', 3.3832049701002864)	('>100', 27.551946389929498)	('>500', 15.426856225422899)	('>1k', 34.44865858482444)	('>5k', 0.0)	('>10k+', 0.0)
678B0_S143_L001_R2_001	(1.0, 8.439397817437234)	(2.0, 1.987109384089164)	(3.0, 1.1378179025990647)	(4.0, 0.7631989203527468)	(5.0, 0.4886334551038928)	(6.0, 0.2792191172022244)	(7.0, 0.32575563673592856)	(8.0, 0.16753147032133467)	(9.0, 0.14659003653116784)	('>10', 5.333085138562487)	('>50', 4.2301696256137)	('>100', 17.63734090327384)	('>500', 27.45887335086209)	('>1k', 31.60527724131512)	('>5k', 0.0)	('>10k+', 0.0)
678B14_S144_L001_R1_001	(1.0, 5.354358334632777)	(2.0, 1.8127241540620613)	(3.0, 1.0291595197255576)	(4.0, 0.6861063464837049)	(5.0, 0.6529705286137533)	(6.0, 0.4794947762357711)	(7.0, 0.40932480898175577)	(8.0, 0.4210198035240917)	(9.0, 0.4561047871510993)	('>10', 6.625214408233276)	('>50', 4.323249649150164)	('>100', 27.87112116014346)	('>500', 15.295103695618275)	('>1k', 34.584048027444254)	('>5k', 0.0)	('>10k+', 0.0)
678B14_S144_L001_R2_001	(1.0, 8.99929830032746)	(2.0, 1.859504132231405)	(3.0, 0.9531420552003742)	(4.0, 0.7484796507094963)	(5.0, 0.6432246998284734)	(6.0, 0.3391548417277405)	(7.0, 0.4502572898799314)	(8.0, 0.389833151411196)	(9.0, 0.2806798690160611)	('>10', 4.640963667550289)	('>50', 4.890456884453454)	('>100', 24.35872446592858)	('>500', 11.720333697177608)	('>1k', 39.725947294557926)	('>5k', 0.0)	('>10k+', 0.0)
681A0_S153_L001_R1_001	(1.0, 4.561336415943817)	(2.0, 1.533193109322579)	(3.0, 0.7509517270151408)	(4.0, 0.6883724164305456)	(5.0, 0.6171015349314235)	(6.0, 0.45891494428703045)	(7.0, 0.2677003841674344)	(8.0, 0.25031724233838026)	(9.0, 0.265962069984529)	('>10', 5.65299772280842)	('>50', 4.806438715733482)	('>100', 21.270012342030697)	('>500', 7.933665930780329)	('>1k', 41.77864307194882)	('>5k', 9.164392372277366)	('>10k+', 0.0)
681A0_S153_L001_R2_001	(1.0, 7.394788534079649)	(2.0, 1.5366697376883898)	(3.0, 0.9439046013176421)	(4.0, 0.639699619309194)	(5.0, 0.44327011664088173)	(6.0, 0.49020459957932794)	(7.0, 0.37721417769047577)	(8.0, 0.3337563231178403)	(9.0, 0.265962069984529)	('>10', 3.494011507639891)	('>50', 4.239748292106315)	('>100', 17.360543744676413)	('>500', 11.585864029064613)	('>1k', 50.89436264710484)	('>5k', 0.0)	('>10k+', 0.0)
681A14_S154_L001_R1_001	(1.0, 4.967860219566609)	(2.0, 1.4843939829029622)	(3.0, 0.9343729981665968)	(4.0, 0.6891829206335182)	(5.0, 0.5080515120054782)	(6.0, 0.43736608424819423)	(7.0, 0.43294824501336393)	(8.0, 0.42411256654370344)	(9.0, 0.37772525457798595)	('>10', 7.4153431556625655)	('>50', 7.21874930971262)	('>100', 20.313224801749463)	('>500', 8.108943915530913)	('>1k', 46.68772503368602)	('>5k', 0.0)	('>10k+', 0.0)
681A14_S154_L001_R2_001	(1.0, 8.071392282034857)	(2.0, 1.8024784078107396)	(3.0, 1.0205208632457865)	(4.0, 0.7775397053301231)	(5.0, 0.46387311965717565)	(6.0, 0.3445914603167591)	(7.0, 0.15462437321905856)	(8.0, 0.17671356939320979)	(9.0, 0.3180844249077776)	('>10', 5.824921031123678)	('>50', 4.3118110931943185)	('>100', 9.438713525214817)	('>500', 18.689668882949352)	('>1k', 48.60506726160235)	('>5k', 0.0)	('>10k+', 0.0)
681B0_S155_L001_R1_001	(1.0, 5.139929050059125)	(2.0, 1.3454211010379713)	(3.0, 0.9065825778478518)	(4.0, 0.8093548810931547)	(5.0, 0.5781106293522533)	(6.0, 0.5833661805281829)	(7.0, 0.570227302588359)	(8.0, 0.5886217317041125)	(9.0, 0.49664958612534493)	('>10', 8.206543161214032)	('>50', 3.7156746813822097)	('>100', 21.25607673104717)	('>500', 13.383261069504664)	('>1k', 42.42018131651557)	('>5k', 0.0)	('>10k+', 0.0)
681B0_S155_L001_R2_001	(1.0, 8.674287215871765)	(2.0, 1.8657206674549995)	(3.0, 1.1430823807646828)	(4.0, 0.8198659834450138)	(5.0, 0.7489160425699646)	(6.0, 0.37839968466692947)	(7.0, 0.33109972408356325)	(8.0, 0.25226645644461965)	(9.0, 0.07094994087504927)	('>10', 5.489423203258442)	('>50', 2.958875312048351)	('>100', 12.347917487846537)	('>500', 24.08356326369728)	('>1k', 40.835632636972804)	('>5k', 0.0)	('>10k+', 0.0)
681B14_S156_L001_R1_001	(1.0, 5.393928204046105)	(2.0, 1.4401392662147547)	(3.0, 0.9020652546619892)	(4.0, 0.8123862527365284)	(5.0, 0.6066520718487062)	(6.0, 0.5222483053306254)	(7.0, 0.4431197742199246)	(8.0, 0.569725423997046)	(9.0, 0.3798169493313639)	('>10', 9.363542848099597)	('>50', 5.124891198269723)	('>100', 18.54772769234827)	('>500', 16.189697465249388)	('>1k', 39.704059293645976)	('>5k', 0.0)	('>10k+', 0.0)
681B14_S156_L001_R2_001	(1.0, 9.244850051433545)	(2.0, 2.194497929470103)	(3.0, 1.0840608762166013)	(4.0, 0.8018357819217682)	(5.0, 0.5011473637011051)	(6.0, 0.3798169493313639)	(7.0, 0.3138765067391132)	(8.0, 0.16880753303616175)	(9.0, 0.2611241526653127)	('>10', 7.237622978925434)	('>50', 3.360324954501095)	('>100', 16.126394640360825)	('>500', 25.632368844459684)	('>1k', 32.69327143723789)	('>5k', 0.0)	('>10k+', 0.0)
682A0_S145_L001_R1_001	(1.0, 4.608015112670355)	(2.0, 1.4876534880582917)	(3.0, 0.9614087167723655)	(4.0, 0.6409391445149103)	(5.0, 0.6240723249224127)	(6.0, 0.5464849547969235)	(7.0, 0.306976116583457)	(8.0, 0.24288220213196599)	(9.0, 0.3187828902982054)	('>10', 6.498785588989341)	('>50', 4.972338415868304)	('>100', 17.667993523141277)	('>500', 17.72871407367427)	('>1k', 43.39495344757792)	('>5k', 0.0)	('>10k+', 0.0)
682A0_S145_L001_R2_001	(1.0, 7.57320199703144)	(2.0, 1.6900553231682633)	(3.0, 0.9765888544056132)	(4.0, 0.6206989610039131)	(5.0, 0.5228714073674268)	(6.0, 0.40480367021994335)	(7.0, 0.3187828902982054)	(8.0, 0.2833625691539603)	(9.0, 0.27324247739846175)	('>10', 3.9249089191742006)	('>50', 1.9599244366482256)	('>100', 16.708271488328162)	('>500', 22.803940089056805)	('>1k', 41.93934691674538)	('>5k', 0.0)	('>10k+', 0.0)
682A14_S146_L001_R1_001	(1.0, 5.542666233585448)	(2.0, 1.7632592455106493)	(3.0, 0.9465918054846643)	(4.0, 0.9465918054846643)	(5.0, 0.5684190988817224)	(6.0, 0.4176140318314695)	(7.0, 0.5684190988817224)	(8.0, 0.5568187091086261)	(9.0, 0.48025613660619)	('>10', 6.020602292237019)	('>50', 8.505405781634263)	('>100', 29.775880469583775)	('>500', 5.4081017122175306)	('>1k', 38.49937357895225)	('>5k', 0.0)	('>10k+', 0.0)
682A14_S146_L001_R2_001	(1.0, 7.918426059115586)	(2.0, 1.5219711382302445)	(3.0, 1.0997169504895365)	(4.0, 0.733144633659691)	(5.0, 0.4292144216045659)	(6.0, 0.3758526286483226)	(7.0, 0.40601364205837315)	(8.0, 0.37121247273908403)	(9.0, 0.2714491206904552)	('>10', 4.180780474223933)	('>50', 4.157579694677741)	('>100', 21.110389309080784)	('>500', 13.454132058837176)	('>1k', 43.970117395944506)	('>5k', 0.0)	('>10k+', 0.0)
682B0_S147_L001_R1_001	(1.0, 4.455197060654125)	(2.0, 1.3492079426586625)	(3.0, 0.9637199590419017)	(4.0, 0.6023249744011886)	(5.0, 0.5220149778143635)	(6.0, 0.4939064790089746)	(7.0, 0.3794647338727488)	(8.0, 0.2891159877125705)	(9.0, 0.32525548617664185)	('>10', 6.410745477543317)	('>50', 5.902784749131648)	('>100', 19.47918967213444)	('>500', 7.073302949384624)	('>1k', 41.21709799827333)	('>5k', 10.536671552191459)	('>10k+', 0.0)
682B0_S147_L001_R2_001	(1.0, 7.587286927540306)	(2.0, 1.622261931053868)	(3.0, 1.0420222057140562)	(4.0, 0.5702009757664586)	(5.0, 0.41158873250747885)	(6.0, 0.4095809825928083)	(7.0, 0.32324773626197123)	(8.0, 0.22486799044311043)	(9.0, 0.19876724155239223)	('>10', 3.1561828658622284)	('>50', 2.557873391290381)	('>100', 16.106169815487785)	('>500', 20.075491396791616)	('>1k', 45.714457807135545)	('>5k', 0.0)	('>10k+', 0.0)
682B14_S148_L001_R1_001	(1.0, 5.951523186442632)	(2.0, 1.9598236158745712)	(3.0, 1.0807850822837708)	(4.0, 0.9683834337262588)	(5.0, 0.5043663717324265)	(6.0, 0.6398247687119923)	(7.0, 0.5850649912096146)	(8.0, 0.6917024526616135)	(9.0, 0.44096031357177856)	('>10', 7.455976020981642)	('>50', 6.954491742801972)	('>100', 33.34582240539528)	('>500', 7.36951321439894)	('>1k', 32.051762400207515)	('>5k', 0.0)	('>10k+', 0.0)
682B14_S148_L001_R2_001	(1.0, 9.447502665936536)	(2.0, 1.631264950860305)	(3.0, 1.03755367899242)	(4.0, 0.726287575294694)	(5.0, 0.5620082427875608)	(6.0, 0.674409891345073)	(7.0, 0.3833184425166441)	(8.0, 0.29973772948669913)	(9.0, 0.28532726172291556)	('>10', 4.539297345591838)	('>50', 5.406807504971612)	('>100', 27.72285788396691)	('>500', 11.191169265354354)	('>1k', 36.09245756117244)	('>5k', 0.0)	('>10k+', 0.0)
